class,tweet
2,rt thepok crow aberdeen photobomb pic steve black  via dailymirror 
1,rt theprinceperez messi like im back bitch  lmao 
1,rt theracedraft karat bitch 
1,rt therainbowgirlz im say shes slut favorit shade lipstick pussi
1,rt therealcooli mani hoe        
1,rt therealhoneymo dont care bitch hoe damn 
1,rt therealicetr finna hit bitch hand salt 
1,rt therealicetr bae come overm im tryna catch pokemonba im horni thome bitch fuck mewtwo
1,rt therealicetr hot pocket gt hoe
1,rt therealkeyvon karma bitch
1,rt therealmfast wish bitch would  
1,rt therealmfast nigga cheat loyal beauti women fuck trash
2,rt therealmugatu    rememb game win jack right last summer yanke stadium start 
1,rt therealtenski die take casket club bitch twerk im put fun back funer
1,rt therealsalmon snail hoe parent left gonna gone  minssnail ok snail hoe im horni afsnail 
2,rt  shi glizzi decent af
1,rt theroachdean sogalact toodanger  gummi worm   bitch beast
2,rt theroot lemon get call uncl tom doesnt like  
1,rt theschwagqueen nigga messag like  amp twitter like fuck bitch  nigga one gone drake 
1,rt theseanyv didnt pull bitch elementari school parent couldnt afford  color box sharpen 
1,rt  fuck guarante pussi tri get pussi end pussi
2,rt thestrangelog nerf hell bird longer attack long rang lower damag  follow forev
1,rt thesupernegro cant believ bitch find remot appeal 
2,rt thetumblrpost whi charli sheen idol 
1,rt thetypicalchick whi alway wear black caus  readi funer bitch
1,rt thevibek didnt go wrong start talk went wrong trust bitch ass
1,rt thevinen public place ya side hoe come outta  
1,rt thevoiceofmiami fella would shit bitch ask like biggi skit  ill take dick go home
1,rt thevoiceofmiami dont work pussi  code real man
1,rt thevoiceofmiami lot yall hoe pretti nigga enlarg avi
1,rt thevoiceofmiami dont care much pussi get still got jack dick
1,rt thevoiceofmiami wonder mani yall hoe got homegrown sex tape onlin uoeno
1,rt thevoiceofmiami got everi hoe see weak nigga
2,rt thevoiceofmiami miami rt pacdagoat houston mani trash driver
1,rt thevoiceofmiami twitter hoe differ bitch want text dm day hoe im tri fuck someth
1,rt thevoiceofmiami start like hoe dont realli like becaus give pussi consist basi
1,rt thewoundgod son lmao rt chefwait  gonna cri everi time rt wackproduc bitch 
2,rt thexbon twitch play call duti enter trash talk chat autoaim rest
1,rt theaprilfool fuck hoe   nigga waka hate  man 
1,rt thehelenkel baddest blind bitch
1,rt theparadox faggot rt  club good lookin bitch gold teeth tho confus 
1,rt theracedraft obama aint playin hoe 
1,rt thesearci happi cunt 
1,rt theegreekgod girl know got hoe 
2,rt theegreekgod soulja boy trash im gonna act like never crank superman
1,rt theejenbunni oh didnt hit boo boo  bitch got hit jaw
1,rt theejenbunni oh miss bitch bitxh got sock face
1,rt theerealgemini listen  bitch cheat bitch soooooo hurt bitch cheat 
1,rt theemrwest bitch work gone make slap head fuckin neck
1,rt theeesickestkid yo bag gucci still ugli hoe shut
1,rt theomaxximus post pictur chrus like  morn littl nigga favorit retweet hoe
0,rt theprinceofnj   aint bout murder game pussi nigga shut  gang 
1,rt therealalonig  dinner date yo man bitch pow karruech 
1,rt  pussywhip 
1,rt thinklikerandi youv got   hoe everi one see man godthat whi dont sex veri often 
2,rt thinkingofjacob took  pictur ate browni made hes new homi macdemi 
1,rt  wendi  tacobel  amp mcdonald yall bitch needa start deliv 
1,rt  hoe love justifi hoe action easili know hoe
1,rt thissarcasm tweet wasnt realli shoe fit lace bitch wear
1,rt  bitch 
2,rt thomasken obersturmfuhr matthia wife superb financi brian carri label presenc see 
1,rt  bruh friend fuck ya bitch 
2,rt thotcho see jumbotron  jig
1,rt thotslovenik girlfriend hate friend bitch 
1,rt thottyglo quick bitch text anoth nigga shes mad 
1,rt thriiiuminati hate peopl think im mad sad caus im talk nah im chillin bitch
1,rt thriiiuminati im chill fuck ill still turn ur bitch ass
1,rt thtniggaxzavi coupl  bs  cs  bad bitch doubl ds  pop es dont give f  told im g
1,rt thuglifeisdead best twitter beef time vidallucia call barbara hoe ass cheat colleg bf 
1,rt thugginleg twitter jail pointless suppos tweet  need instagram jail hoe shout shout 
1,rt tiarasobooji main bitch get kick curv lol
1,rt tibaburg sick ass goal ned 
2,rt  ok trash talkbut havent seen ani bama fan wish harm injuri toward lsu player
1,rt tierrraaaaa sex bitch onli want neck bitch 
1,rt  victoriafina drrrruuuu jealous bitch 
1,rt timraw crazi hergot know hersh bitchfelt betray judgment
1,rt timopleas grown shit bird 
1,rt tinkkbaddass bouta take shower fuck yo bitch 
1,rt  naawww though yall hoe fu dont fuck play wme
1,rt   call women bitch get
1,rt tipitin ifshecantsuckthedickright slap forehead bitch need spankin disciplin ass 
0,rt tiqqz shinsnip woke sore throat im cold nigger nigger terribl
2,rt tiredoftyranni jihadi work accid seven taliban fighter includ top command kill roadsid bomb deton  
2,rt titanshom sell ani larger size condomsh sir  gallon trash bagsm wink secur escort 
1,rt tittyflex lol dont need halloween dress like ho know everyday anoth opportun
1,rt tittyflex sell pussi dirt togeth fell put blast even though 
1,rt tlmothyy hoe bust ha knee 
1,rt tlmothyy bro ask turn get pussi 
2,rt tomyfuturehus dearfuturehusband idea mani browni point get random play hair scratch 
1,rt toddkincannon cri liber bitch cri like daddi left mt slate republican abt take control state 
1,rt toddkincannon femin noun pervert polit ideolog hate bitch fat get airplan seat gt 
2,rt tomarnold boy went trick treat charli sheen dada jealous caus charli gave realli good candi 
2,rt tombradysego might better chanc put trash
1,rt tombradysego sorri bitch take luck beat
1,rt   redneck written lol drunk use graviti get 
1,rt tommyreainigga yall dude favorit faggot smh
1,rt tommyshin never snapchat bishop screenshot son bitch
1,rt tommyyrealnigga tweet dont fw crayon ex gone subtweet say onli bitch nigga fw crayon anyway
1,rt tooeffincool baffl peopl talk upmost trash someon turn around close smh peopl probabl 
2,rt toofab final warner bros make superhero film star woman person color actor identifi queer 
1,rt toomessedup fuck retard question 
1,rt tooracist black man ask hey white boy like niggerswel wouldnt use word person said like 
0,rt tooracist black guy school ask color printer libraryit  man use ani printer 
1,rt tooracist type eye makeup redneck women use nascara
1,rt toosexist women complain chivalri dead yes congratul bitch kill femin 
1,rt tooturntnacho whi give bitch ya heart rather purs
0,rt topblokebil justin beiber becaus fucken gay cunt ariinv 
1,rt torahblaz  hell yea dont know wrong w brotha love cave hoe damn much stopitnow
0,rt torahblaz  asham themselv ill singl life befor fuck w nasti faggot ass white man
1,rt torahblaz densonkeith captain save hoe jump convo save hoe lls
1,rt torijberman vintagevixen lmao bummi bitch
1,rt torriabl want leav said go eat pussi  im afraid go leav cat alon
1,rt toucherandrich wow didnt call bitch could see look like bradi told crowd fck bitch 
2,rt  gwen stefani new singl trash hilari duff britney fergi give go rais kid 
0,rt toyamiani reason call jesus monkey becaus knew color farrakhanthetim
1,rt toyaaak hoe excit still lil nigga 
1,rt  bout bitch women halloween
1,rt  bitch get away much behind social media account popular twitter instagram lame broke fuck 
1,rt   someon bring hoe front bae 
1,rt  bitch ass
1,rt trakkboidelf rt  tryna get bitch linkedin 
1,rt transapar hi mom last night cunt slap text grandpa bypass sorri didnt get back 
1,rt traplordgr aint worth pussi smell like reus soap 
1,rt trappat allerg tobullshitfuck boysbas bitch
1,rt trapjesus never seen nigga get laugh got test back bitch
1,rt trapjesus rt strangepintura  rt therealtenski went way home depot take sink pic hate hoe 
1,rt trapicalgod know name stori bio know hoe
1,rt trapicalgod hoe realli aint loyal  
1,rt traptiz yo hoe hit da time 
2,rt travelnevada great stori realli like camel jockey camel race virginiac  
1,rt traypizzi dressin impress bitch nigga
1,rt trelekidd yo bitch gucci mane rt jabarithegreat  bitch stoner  
1,rt trealurmagesti darkskin girl got juici pussi 
1,rt trendingtopi fat hoe belli shirt die
1,rt trentskiibabi   percent yo bitch  percent scrap 
1,rt trentskiibabi  fuck nigga bitch man im use 
1,rt trevondelorean bitch   grade talk miss bae  naw bitch miss graduat 
1,rt treysongzson im yo hood ill prolli fuck yo hoe
1,rt  imyungjay work diz music studio soon nicca
1,rt triggatrea hoe basic break barney style 
1,rt trillasskass wet pussi make dick slip 
1,rt trillbillg bitch like heart taken sinc  love babe bitch isnt today
1,rt trillesti retweet see ratchet hoe timelin
1,rt trillsteez  cant fw friend 
1,rt trillzoqmg girl good pussi possess demon fact
1,rt  finna make power move wit bitch tax gone straight long wat told ha
1,rt troymadden guess cool walk around ya titti seethru top shit hoe aint trippin
1,rt troymadden see bitch walk around wear rihanna ima grab titti hoe dare get mad fight 
1,rt troymadden real nigga handl anyth includ ani bitch ani nigga
2,rt truckshorsesdog coinckydink 
1,rt truedreadhead girl wanna hoe around turn gone regret shit afterward
1,rt truenovacan ufuckinright hell nahh bitch respect damn bodi wouldnt wear shit public
1,rt truenovacan back g get pregnant big deal bitch get pregnant amp like els new 
0,rt truenovacan onli pussi nigga wouldnt fuck chick stretch mark
1,rt truenovacan think sliden bitch slippen amp know truth knoww knoww knoww know knoww knoww 
1,rt truetorontogirl woman hear bitch
1,rt trulycec deletin emoji niggabitch contact name cos dont mean shit anymor 
1,rt   lmfaoooooooooo rt coochcak lmaooo rt mypotnab faggot ever wore tall tee amp took 
1,rt truulifewisdom hoe  iphon case  pair panti
1,rt trxlllegend one good girl worth thousand   
1,rt tryhardalbi tryhardsilva  get downstair fuck pussi
1,rt tryhardte  get downstair play im fifa bitch
1,rt tuckermustdi tell go hug one hoe amp actual 
1,rt  meat forevea sell bitch 
1,rt tumbirrel retweet save dumb bitch 
1,rt turtlemcnasti well id love stay chat total bitch
2,rt twangnat day  februari   waylon jen left us honkytonk sky  dream dream  ht 
1,rt tweetbelow person big booti 
1,rt tweetlikeagiri cinco de way ho 
2,rt tweetlikeagiri girl wear beani look cute amp stylish wear look like member drug cartel 
1,rt tweetlikeagiri wow dolphin ask marri kiss guy right front rude ass bitch 
2,rt tweettulli great regular season ball bird
1,rt tweetindol biddin bitch famili
1,rt tweetnasschiqk gotta pretti perfect bodi smart funni  tall know cook good sex hoe 
1,rt  nigga realli new bitter bitch
1,rt  lack  smh u nigger amp ur music 
1,rt tweetsnochil ever club flyer hoe
2,rt twitchyteam die laugh russian wrestler mock gir man obama workout video 
2,rt twitchyteam worst tweet ever pr pro manag sound racist mock aid singl tweet 
2,rt twitchyteam low turnout report charli crist file emerg motion extend vote hour broward co 
2,rt twitchyteam richard grenel wapo greg sargent mock voter id prove point propon 
1,rt  bitch tri funni  get beat real quick
1,rt twothumbsupdgaf stay shut hoe
2,rt tydunn go slant pass outsid lineback situat
1,rt tynodollasign cut hoe u amp stop talkin  owe new hoe  fym
2,rt tywahlbrink victoriakuhlman one day turkey nip belli well readi stuf wet 
1,rt tycotatt hit bluntbruh tell go text hoe shes one hoe keep text  
1,rt tyeonhi shit bird
1,rt tylar  shut hoe ass nigga
1,rt tylar  whi sneak dissin hoe ass nigga
1,rt tylar  bitch shutup
1,rt tylar  lol man bitch shut fuck upppppp
1,rt tylar  lol man bitch shutup im salti lowkey
1,rt tylar  lol whi tryna raw doe bitch
1,rt tylar man hoe heaven stay take day
1,rt  hell yea bitch
1,rt  suge knight deserv get shot nigga  kill fucksug karma bitch
2,rt tylergimblin girl dont let dude treat like yellow starburst pink starburst
1,rt tyleriam one rt thediorhomi tyleriam lmaooooooo never saw bitch deltron concert blood
1,rt tylerreact someon retweet bitch hate onto timelin 
1,rt  big bitch back group girl known caboos fat
1,rt tylerzirhut   hahaha ok got point would hella bitch screamin cryin ova nigga 
0,rt   hate hoe alreadi    shit crack
1,rt tylerssooclutch dad hoe fuck 
1,rt tyrinflyguy nigga fufu amp bitch
1,rt tysonfuri ow amp im  gone big lanki twat
2,rt ufgatorfamili incas ani hillbilli tri roast  
2,rt uflorida gatorzonefb birdit planeit jake mcgee 
1,rt uknomynamebxtch yall hoe need get much life fuckin hater go get
1,rt    xx rt cocainemouth onli twitter nigga care bout hairi pussi  nigga fuck today aint 
1,rt uncleruckusbd andrew bynum got trade waiv veri next day nigger cant keep job
0,rt uncleruckusbd nigger isnt color state mind
1,rt uncleruckusbd somewher ghetto nigger get shot bbq
1,rt uptmillz  rt dimpledjoint interest rt curtyndacut rt ur child father aint shitthen look mirror dumb bitch 
1,rt uptmillz buy milk w wic guy rt verniemack qtna rt   bitch gon breast feed wit nippl ring 
2,rt usabillofright psycholog warfar dhimmi  defeat islamjoin forc take world trash 
2,rt usagov nation bird  american bald eagl  endang speci success stori 
2,rt usrealitycheck republican want yank food stamp hungri  may    prg 
1,rt uberbuilshit recent harvard studi conclud bitch fact trippin
2,rt uberfact mila kuni heterochromia iridum give two differ color eye one eye green brown
2,rt uberfact string attach box anim cracker origin put box could hung christma 
1,rt ucejayi see subtweet hoe
1,rt uglygawd fag caus post found attract well rt jactionj nigga post tranni see nigga thirst 
1,rt umchillbreaux never hoe hes entertain  alway fact hes entertain hoe 
1,rt ummmsassi bitch 
1,rt unchart dont get panti twist take let tongu twist around pussi instead
1,rt unansweredquot bitch ever get ludacriss way
1,rt unapologetiicb youv though ive would turn heartless bitch im stronger amp 
1,rt unapologetiicb like cold heart cunt
1,rt unbearableti need pussi ate 
2,rt uncleblaz yo mama ghetto use cigarett butt qtip
2,rt underchild goe monkey bar meet swinger
1,rt unicorncowboy  pepsi cheeriossmashin hoesgot blue tacoba think flacoerrybodi 
1,rt uniiquemarie onli one bae end day  caus ride unlik bitch
1,rt uniquelytierra   pussi wet gotta dri  tell 
2,rt unnagroundk rt joshhelaku dont care kendrick made song still trash
1,rt unnforgiv listen cunt today  yo day
0,rt unorthodex nah hate white peopl sinc look like dyke rt elbasedparko think end racism 
1,rt untunnnnn moment truth hoe truth
2,rt unusualfactpag shi peopl tend great observ skill make easier recogn core problem solv
1,rt uptownbyrd philli full type hoe broke bitch 
1,rt urkindofbrand shes alway dyke shes virgin way around first time eat box dont take virgin 
1,rt urkindofbrand vote die bitch
1,rt urbancrazi nah go talk ur hoe sinc u dont wanna text back n shit 
1,rt urbancrazi andi went toy bitch also tf coke teach class  
1,rt urbancrazi see bitch nigga subtweet 
1,rt urbanengiish im grown  let hoe peac
1,rt urbanengiish sharkeishad  lose one face due brute forc knockout punch dat bitch got sharkeishad
1,rt urbanengiish hoe aint loyal  women generat cannot trust
2,rt urbanengiish phone goe class teacher say turn trash song mixtap  
1,rt urstrulyjessi bitch actor
1,rt usgemini gemini doesnt realli look back ex thing look better trash
1,rt versacegawdd yall realli expect  yr old nigga still rap rape hoe kill mother nah
1,rt  twitter mean  rt ayw come aliv night time  sleep day hoe night
1,rt  good pussi aint changin nothin might bump main hoe side jank onli mean get fuck 
1,rt vivaronron pussi must pop sever  im singl  
1,rt vrtwxrkflash mac  lay floor like matress yungchipotl young base god came straight bitch
2,rt vuulibrari shakespear birthday take look shakespearean trash talk 
0,rt vatxn illeg alien race crime muchomacho mcdonald  cspanwj wetback 
1,rt vacant girl cant make decis whether date tell bitch kick rock
1,rt vacant ya girl shave pussi befor go girl someth wrong
1,rt vadefiss dont tri fuck amp got million two bitch becaus tell promis
2,rt vaeflar becaus sometim need moment appreci nobl guinea pig steampunk dragon wing 
2,rt vainhumil name son caesar dawn ape absolut best movi ive ever seen entir life
2,rt vandtrailroad didyouknow comstock lode boon  virginiac grew   ppl amp becam  largest amp 
1,rt vandalsavag cri   rt  pussi cri help
1,rt  got hoe dick like brad pitt
2,rt venuslynn  look ghetto work 
2,rt versaceameezi austin cute like look excit becaus got oreo 
1,rt versacelaflar bitch cheat gotta acknowledg gonna happen doe  hurt less
1,rt versacelaflar everybodi turn asshol year look  bitch done us
1,rt versacesilk boy discov hoe 
2,rt versacesilk tri tell grandpa  music trash 
1,rt versacetweetgod jenni hoe til got aid readi settl forrest gump tri save mani 
1,rt versacetweetgod leotard leopard zeeti hoe dumb   twitpic selfi wear  
1,rt versacetweetgod gave bitch much confid  
1,rt versecharact nigga want bitch like trey  
2,rt verusfact shi peopl flirt learn tip best 
1,rt viankav hoe hoe aint nothin hoe
1,rt vibelord hate peopl think im mad sad caus im talk nah im chillin bitch
1,rt vibelord opinion high irrelev bitch
1,rt   fight bitch like legal
1,rt  fresh jail got chopper bitch like vick number  like bk whopper
1,rt victoriadahl  well crazi bitch look motherfuck corps wont 
2,rt videriquamess british jihadi mother want first femal execution  want 
1,rt villageba detroit nigga listen dbco fuck nigga bitch tri hold money 
1,rt villageba dont block becaus think post youjust ask like boss employe ass bitch
0,rt villageba hate faggot talk shit block cant respond bitch write letter respons 
1,rt  nigga get marri start dissin singl bitch smh rt  bitch want allow  date still 
2,rt vincesport best collegegameday sign ever dak spread charli murphi true hollywood stori chappelleshow 
1,rt vineforthebyrd bae go text hoe 
1,rt  ondatothershit kudabrazyy bout  bitch got togeth thought reason make boyfriend claim
1,rt vuitur bitch eyebrow lookin like bull logo 
1,rt   meowmariss bye bitch
1,rt wbeezi idontkiara pussi dri   
1,rt wbeezi rundrc simpl dont hoedont worri expos  fight
1,rt wbeezi rohan bitch yo 
1,rt wbeezi bitch phoney 
1,rt welghtroom row hoescurl girlsplank skank deep cut slutsquad broadsno pec 
2,rt wfantrad dont know yanke fan listen kay everi night absolut brutal nonsens blah blah blah blah radio 
1,rt wfuncleelli bitch sad lookin like lack funni
1,rt whoisraymond give ya hoe one girl dont work 
1,rt woridstarhlphop nigga tri slide bitch dms 
1,rt woridstarhlphop bitch put soul routin  
2,rt woridstarhlphop talk eggplant skur af 
1,rt woridstarhlphop bad bitch ask come 
1,rt woridstarhlphop boy discov hoe 
2,rt woridstarhlphop phone goe class teacher say turn trash song mixtap 
1,rt woridstarhlphop bruh threw bitch 
1,rt woridstarhlphop everi time bobbi bitch come 
1,rt woridstarhlphop kid definit got pussi game 
2,rt wowfoodp oreo shake 
1,rt wwecrow jerryspring raw  white trash side applaud wwe
1,rt wweglf bitch ask eat ass 
0,rt waavyle ball ashi rt yattab  real women  real faggot let em smh
1,rt wallstwatkin hoe onli care futur irrelev
1,rt wallstwatkin get hoe need cute muscl dress ass swag talk good game
2,rt washtim john kerri caught appear mock   oper gaza   israel gaza 
1,rt watdafckyoumean cant give hoe inch cuz theyll tri take mile
1,rt watdafckyoumean brother weekend bitch longlivelilray
1,rt watchmyjump seen nigga lose basic bitch
1,rt watkinsraequan bitch blew high
1,rt wavvvi gucci mane lock rn u want talk relationship status rn bitch shut gotta free nigga first
1,rt wavykirk courtaintshit yeah yo girlfriend bitch hope got hive
1,rt   bitch wanna ignor text wait till get work  rt  caption 
2,rt waynedupreeshow fear monger left die wake go  believ charli rangel hussein mia love 
1,rt waynedupreeshow mt coachktola waynedupreeshow paid white supremacist alway get negro dirti work 
1,rt wayneljr  rt notmorri  hoe fake gay
1,rt wayneljr lmaoo accur rt basedpaco bitch see quot  tweet tl 
1,rt wayneljr lmaooooooo rt takemyadvice dum bitch made 
1,rt wayneljr nippl determin whether titti trash
2,rt wayneroot well differ erick erickson ive alway understood obama muslim jihadi sympath
0,rt waynedaboss hate bitch dat act like nigga 
1,rt weallknowa know doubl face bitch name madison
1,rt weallknowa know faggot name luke
1,rt wearegiricod nah go talk ur hoe sinc u dont wanna text back n shit 
1,rt wearegiricod love emoji  shes like duh bitch  lol dont give fuck  ugli  whatcha gonna 
1,rt wedontloveho bitch post type sex posit pic heart emoji let yu get posit bitch complain 
1,rt weloveki hol bitch  
1,rt weavilynmonro heard big booti bitch cant take 
1,rt weedhumor marijuana gateway drug lead happi great sex pain relief increas patienc crazi bitch 
1,rt weightiift row hoescurl girlsplank skank deep cut slutsquad broadsno pec 
1,rt welldamndymo cant see real woman yoursid thick thin mayb deserv hoe  
2,rt whattheffact actor charli sheen onc bought  seat angel basebal game hope catch home run ball
1,rt whattheffact compani sell menstrual pad pet dog call bitch diaper
2,rt wheeltod life hand hot potato tri throw two bird
1,rt whenarappersaid tyler creator said rape pregnant bitch tell friend threesom 
1,rt wheneminemsaid eminem said call faggot caus hate pussi 
2,rt whenrappersaid joey bada said trade nike new mic guess safe say sold sole new life 
1,rt whenrappersaid tupac said aint killer dont push reveng sweetest joy next get pussi 
1,rt whenrappersaid tupac said aint killer dont push reveng sweetest joy next get pussi 
1,rt whiteboyceezi hoe familiar
1,rt whiteniggaswagg hmmm ratchet hoe smell
2,rt whitepeopletalk  shoot piec paper trash
1,rt whiteboicoleman step away twitter beef im go bed caus gotta  gotta go redneck asshol 
1,rt  behind twinkl eye see bitch 
0,rt  nigger 
1,rt whitesidemzu mom make sandwhich doesnt hear whisper deaf bitch mom fuck 
1,rt whitneynocrack die slow bitch thotcho  whitneynocrack rt tonestradamus scari accur 
1,rt whitttoocold ray j perfect exampl happen give lame nigga pussi
1,rt whoapollo wcw goe women shit togeth becaus pretti bitch get way much credit cute 
1,rt whoisti cant keep stoop hoe know better
1,rt whosflyy readi delet entir instagram app found one ig crush sell pussi backpag  
1,rt whorefandom im go let pussi like fight night 
2,rt whyve georgegalloway muslim wmn cover yellow star jewish neighbour veil protect  
1,rt wifiandporn fuck rt llaboutbenji ask bitch good day bitch said stop weird im 
1,rt wifioverho idgaf bitch say 
2,rt willmcavoyacn ad haitian chariti water life mock peopl use firstworldproblem hashtag juxtaposit 
1,rt willywelfar damn hot bitch
2,rt    becaus outman brandnew yanke becaus girardi never use  reliev use 
1,rt windpushedgrass bitch dead weight pallbear
1,rt wingsoverho nigga gossip like hoe im sleep tho
1,rt witchothirstyaz love loyal one person  hoe 
1,rt witchsistah aint tryna steal ya car eat hell outcha wife pussi htgawm
2,rt witnesslaron ape get mcm cant unbeliev 
1,rt wolfpackalan oreo first twist aw crap broke
2,rt womenfit use talent possess wood would veri silent bird sang except sang best
1,rt womenshumor monday bitch today
1,rt wonkasm rip hoe die attent
0,rt woodyafc  whiteponyjr lmaoooo bunch fag
2,rt woodyafc whiteponyjr ivanrabago doubt mean cute toss around trash  mexican boy 
0,rt woodyafc saw great chimpout  summer ago middl age salvadoran  yr old son got wast  beaner metlif 
1,rt woridstarfunnyy boy discov hoe 
2,rt woridstarfunnyy play soccer cheat girl wear khaki colour cargo haircut 
1,rt woridstarrrr  grade hoe aint loyal 
1,rt workaholicadam got  problem bitch heard call bitch 
1,rt workaholicblak girl becom friend omg love shoe guy becom friend excus siri see u fuck bitch 
1,rt workouthumor hoe aint loyal 
1,rt worldstarbest resist urg smack bitch 
1,rt worldstarfunni  rts amp ill grab mic amp yell fuck right pussi 
1,rt worldstarfunni dont iphon manual ignor hoe 
1,rt worldstarfunni dont love hoe 
1,rt worldstarfunni ling ling talkin shit amp u final understand 
1,rt worldstarfunni see bitch nigga subtweet 
1,rt wowsopunni freez bitch im gonna steal heart 
2,rt wyeishadavi idc still watch two amp half men  well old one charli
1,rt xanaxdream u know french inhal ur bad bitch
1,rt xanshawti much groupi bitcheshard come across girl arent social friend everyon
1,rt xanshawti u eat pineappl want ur pussi still trash
1,rt xblnexxx faggot post face get hot unfollow
1,rt xiixx onli soo much bitch take
1,rt xixmcmlxxxv make pussi sing  aint rt mikegotho dumb ass thought microphon 
1,rt xlexiisouniqu see tl nake white bitch 
1,rt xclairemckx drink veuv cliquot eat marshmallow basic becaus im classi bitch
0,rt xdalovelytishai nigga go broke hoe
1,rt xendayaxo attract amp think ani straight guy want friendbitch stupid
1,rt xianile three hoe get cute fuck school take ever wake fuck  whi cant stand 
1,rt xicanasusi rt scruffdaddi  bitch lookin car u know  
1,rt xnastyy aint bitch amp aint snitch
1,rt xndseanx go bitch come show becaus band drop mosh room 
1,rt xtraxtralex disgust betray hurt amp pussi drier nigga skin winter time
1,rt xxminijokerxx vocatoast autocorrectit bitch
1,rt yaaboijimmi hear hoe talk shit 
1,rt yaboylilb aint hoe get traphouseee 
1,rt yaboylilb ride pussi gym class butt scooter 
0,rt yaboylilb ride bitch homi consid singl nigga 
1,rt yaboylilb fuck look bitch swerveput heeli full gearglid past bitch
1,rt yaboylilb teacher eye paperm bitch onli eye da paperthrow cash everywher
1,rt yaboytosh dad whi eye redson smoke weed daddad dont lie cri becaus faggot
1,rt ybetoot ufuckinright hoe tho  lol
1,rt ybejeff ate pussi yeen think gone tell  
1,rt ybkalo cuhcuhcuh bitch cant get  becaus  gb selfi 
1,rt yellitoutlouud    yall femal love yall bum nigga jail 
1,rt yg switch fukin old bitch im fukin yo new bitch 
1,rt youknowdobi nigga talk bitch day
1,rt yungraje nigga ever ask befor hit either  bodi count dont matter  yall treat bitch anyway 
1,rt yvngrvpvnzel sundi old school ho tho
1,rt yaboykip hope bitch aint catfish 
1,rt  rt mj fav bitch nigga 
1,rt  rt real niggasfav bitch nigga 
1,rt yaboyroshi dodg hoe like 
1,rt yaaboyshiki fuck peopl get atleast  flappi bird got  smoke fuckin squar
1,rt yaboyskeet real man gonna keep real bitch lmaooooo shut im tellin u women mind ur busi
1,rt yaboyskeet lmaoooooo rt itsmegrizz nympho stupid go hose pussi weird bitch
1,rt yaboyskeet bitch slow lmaoooooo 
1,rt yahdontsay taecocki period dont stop noth sentenc boo let tast pussi bet u tast like quarter 
2,rt yahoofin two stock turn trash cash 
2,rt yanke springtrain daili take look  outfield perhap  deepest  via 
2,rt yanke yanke jump first place tonight rt think
2,rt yanke yanke lineup vs red soxellsburi cfjeter ssbeltran dhsoriano lfteixeira  csolart  rfrobert 
2,rt yanke yanke win final score 
2,rt yanke yanke win  walkoff singl derek jeter farewellcaptain
2,rt yanke  come close game  yanke
2,rt yanke analyz impact masahiro tanaka springtrain daili brought yankeesondemand 
2,rt yanke ballgam yanke win yank beat white sox  inning 
2,rt yanke congrat derek jeter start shortstop  final allstar game farewellcaptain 
2,rt yanke congratul ichiro leadoff base hit  hit  mlb career
2,rt yanke gardi goe yardi lead game hr second straight night  yanke
2,rt yanke get field readi today game 
2,rt yanke recap epic storybook end derek jeter close last game bronx walkoff  
2,rt yanke rememb paus allstar game honor mariano rivera tbt 
2,rt yanke see ya jacobyellsburi give yanke  lead  solo home run
2,rt yanke show support dure fleetweeknyc troopthank could bofacommun billboard time sq 
2,rt yanke empirestatebldg shine light yanke pinstrip honor derek jeter farewellcaptain 
2,rt yanke time bounc bronx letsgoyanke walkoff 
2,rt yanke victori yanke outlast   inning eduardo nunez hero oh yeah first place still resid bronx
2,rt yanke expect anyth short firework final homestand farewellcaptain 
2,rt yanke may cri watch derek jeter gatorad ad  
2,rt yankeeswfan one scout said prado first team underr give yanke   could slide  need
1,rt yannapyt aint noth cut bitch 
1,rt yanoozaj hope lvg homeless year whilst welbeck score  arsenal fuck bitch
1,rt yansii black bitch like boy told get hair wet 
1,rt yansii bitch went super saiyan  walmart 
1,rt yaremisxo  yaremisxo actual take back  nigga aint loyal im loyal  nah negro nah
1,rt yaremisxo  yaremisxo yall got  stfu negro
1,rt yaremisxo  need molli water chubbi asian 
1,rt yaremisxo stop hoe love 
1,rt yaremisxo hoe aint worth lose sleep
1,rt yatchakhannah aireekatk stop cri pussi
1,rt yennnonay  hoe aint loyal  duhh bitch hoe 
1,rt yennnonay day bitch beef w someth noth w  bitch yo ugli ass wasnt factor 
1,rt yeprealpost selena mother hoe 
2,rt yepillpost dollar everi time die flappi bird 
1,rt yeswecam selfi game retard 
1,rt yokidaintmin alcohol liquid truth girl hoe drink shes natur hoe anyway
0,rt yoshortyma ill kill bitch hesit 
1,rt yoliethejew know bitch post pic zeeti shower like jim carey ace ventura found 
1,rt youcanhaveh either gay straight dont talk bitch pleas 
1,rt youneedjasmin hate ppl say hoe arent loyal suppos 
1,rt youngamari dizzi bitch 
1,rt youngbuddhabruh westsidefle depend femal dawg usual hoe genuin women fuck 
1,rt youngcok   yu ah hoelmfao
2,rt  listen charli daniel speak truth amp enlist us freedom armi  
1,rt youngdg yo bitch bitch
1,rt younggizzl first thing look bitch feet
1,rt younggizzl bitch selfish  yall want father day damn lol
1,rt youngmiddleer yall nigga aint killa yall niggaz hoe
1,rt youngmoneykem scottvohar mattykem nigga im pop molli amp step bowl bitch dont come
1,rt youngrecklesss aint money hoe world spoil  mybrotherskeep
